Alapanyag neve,Elsődleges kategória,Másodlagos kategória,Fehérje,Zsír,Szénhidrát,Víz,Foszfor,Magnézium,Nátrium,Kalcium,B6 vitamin,Kolin,Niacin - B3 vitamin,C vitamin,Telített zsírsav,Többszörösen telített zsírsav,Vas,Cink,Réz,Mangán,Szelén,Rost,Cukor,Tiamin - B1 vitamin,Riboflavin - B2 vitamin,Pantoténsav - B5 vitamin,Folát,E vitamin,D vitamin,B12 vitamin,Egyszeresen telített zsírsav,Béta-karotin,Lutein+zeaxantin,K vitamin,A vitamin,Likopin,Alfa-karotin,Béta-kriptoxantin,koleszterin,Retinol,Folsav
narancs eszencia,ízesítők,"növényi víz, esszencia",0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
narancsvirágvíz,ízesítők,"növényi víz, esszencia",0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piros curry paszta,ízesítők,fűszerkrém,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sárga currykrém,ízesítők,fűszerkrém,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pizza fűszerkeverék,ízesítők,fűszerkeverék,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mogyoróolaj,zsiradékok,növényi eredetű zsiradék,0.0,95.6,0.0,0.0,,,,,,,,,7.4,10.2,,,,,,,,,,,,0.047200000000000006,,,78.0,,,,,,,,,,
kukoricaolaj,zsiradékok,növényi eredetű zsiradék,0.0,95.201,0.0,0.0,,,,,,0.0002,,,12.948,54.677,,,,,,,,,,,,0.0143,,,27.576,,,1.9,,,,,,,
vörösbab,zöldségek,hüvelyesek,22.53,0.822,61.29,11.75,0.406,0.138,0.012,0.083,0.397,0.0659,0.00211,0.0045,0.154,0.586,0.006690000000000001,0.00279,0.000699,0.001111,3.2,15.2,2.1,0.000608,0.000215,0.00078,394.0,0.00020999999999999998,,,0.082,,,5.6,,,,,,,
zöldbors,ízesítők,szárított fűszer,10.39,3.129,63.95,12.46,0.158,0.171,0.02,0.443,0.291,0.011300000000000001,0.001143,,1.392,0.998,0.009710000000000002,0.0011899999999999999,0.00133,0.012753,4.9,25.3,0.64,0.000108,0.00017999999999999998,0.001399,17.0,0.0010400000000000001,,,0.739,310.0,454.0,163.7,27.0,20.0,12.0,25.0,,,
savanyított kerekrépa,zöldségek,savanyúságok,0.71,0.055,5.06,93.6,0.019,0.008,0.286,0.022,0.067,0.0087,0.000299,0.0116,0.008,0.042,0.00022,0.0002,6.4e-05,0.0001,0.6,2.0,2.99,2.7e-05,2.3e-05,0.00014199999999999998,9.0,2e-05,,,0.005,,,0.1,,,,,,,
pulykafűszerkeverék,ízesítők,fűszerkeverék,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rizsborecet,ízesítők,ecetfélék,0.0,0.0,0.04,94.78,0.004,0.001,0.002,0.006,,,,,,,2.9999999999999997e-05,1e-05,6e-06,5.5e-05,0.5,,0.04,,,,,,,,,,,,,,,,,,
olajos hal,halak,halkészítmények,24.62,142010.545,0.0,59.61,0.49,0.039,0.307,0.382,0.167,0.075,0.0052450000000000005,,1.528,5.148,0.00292,0.00131,0.000186,0.000108,52.7,,,8e-05,0.00022700000000000002,0.000642,10.0,0.00204,193.0,8.94,3.869,,,2.6,32.0,,,,142.0,32.0,
puttanesca fűszerkeverék,ízesítők,fűszerkeverék,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kökénylekvár,"lekvár, dzsem",lekvár,0.37,0.048,68.86,30.47,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2.0,1.1,48.5,1.6e-05,7.6e-05,2e-05,11.0,0.00011999999999999999,,,0.038,,,,,,,,,,
salátalevél,zöldségek,levélzöldség,1.35,0.154,2.23,95.63,0.033,0.013,0.005,0.035,0.082,0.008400000000000001,0.000357,0.0037,0.029,0.117,0.00124,0.0002,1.6e-05,0.000179,0.6,1.1,0.94,5.7e-05,6.2e-05,0.00015,73.0,0.00017999999999999998,,,0.008,1987.0,1223.0,102.3,166.0,,,,,,
rózsaburgonya,zöldségek,burgonyafélék,2.05,0.069,17.49,79.25,0.057,0.023,0.006,0.012,0.298,0.0121,0.0010609999999999999,0.0197,0.025,0.042,0.0008100000000000001,0.0003,0.00011,0.000153,0.4,2.1,0.82,8.1e-05,3.2e-05,0.00029499999999999996,15.0,1e-05,,,0.002,1.0,9.0,2.0,,,,,,,
mungóbabcsíra,zöldségek,hüvelyesek,3.04,0.126,5.94,90.4,0.054,0.021,0.006,0.013,0.088,0.0144,0.000749,0.0132,0.046,0.058,0.00091,0.00041,0.000164,0.000188,0.6,1.8,4.13,8.400000000000001e-05,0.000124,0.00038,61.0,0.0001,,,0.022,6.0,,33.0,1.0,,6.0,6.0,,,
mexikói keverék,zöldségek,egyéb zöldségkészítmény,6.0,0.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ribizlidzsem,"lekvár, dzsem",dzsem,0.37,0.048,68.86,30.47,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2.0,1.1,48.5,1.6e-05,7.6e-05,2e-05,11.0,0.00011999999999999999,,,0.038,,,,,,,,,,
málnalekvár,"lekvár, dzsem",lekvár,0.37,0.048,68.86,30.47,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2.0,1.1,48.5,1.6e-05,7.6e-05,2e-05,11.0,0.00011999999999999999,,,0.038,,,,,,,,,,
kókusztejpor,növényi tejtermékek,növényi tej,1.0,0.0,56.0,0.0,,,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fehér tortabevonó,édesítők,"cukorka, csokoládé",5.87,21029.522,59.24,1.3,0.176,0.012,0.09,0.199,0.056,0.0295,0.000745,0.0005,19.412,1.013,0.00023999999999999998,0.00074,5.9999999999999995e-05,8e-06,4.5,0.2,59.0,6.3e-05,0.00028199999999999997,0.000608,7.0,0.0009599999999999999,,0.56,9.097,,,9.1,9.0,,,,21.0,9.0,
málnadzsem,"lekvár, dzsem",dzsem,0.37,0.048,68.86,30.47,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2.0,1.1,48.5,1.6e-05,7.6e-05,2e-05,11.0,0.00011999999999999999,,,0.038,,,,,,,,,,
koktélcseresznye,egyéb gyümölcsök,egyéb gyümölcskészítmény,0.22,0.143,41.97,57.27,0.003,0.004,0.004,0.054,0.005,0.0043,4e-06,,0.039,0.055,0.00043,0.00026000000000000003,0.00014299999999999998,1.2e-05,0.2,3.2,38.77,,,5.4e-05,,5e-05,,,0.049,27.0,59.0,1.5,2.0,,,,,,
körömvirág,"gyógynövények, virágok",gyógynövény,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pekándió,gyümölcsök,diófélék,9.17,68.595,13.86,3.52,0.277,0.121,,0.07,0.21,0.0405,0.001167,0.0011,6.18,21.614,0.0025299999999999997,0.00453,0.0012,0.0045,3.8,9.6,3.97,0.00066,0.00013000000000000002,0.0008629999999999999,22.0,0.0014,,,40.801,29.0,17.0,3.5,3.0,,,9.0,,,
rózsalekvár,"lekvár, dzsem",lekvár,0.37,0.048,68.86,30.47,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2.0,1.1,48.5,1.6e-05,7.6e-05,2e-05,11.0,0.00011999999999999999,,,0.038,,,,,,,,,,
sárgabarackdzsem,"lekvár, dzsem",dzsem,0.37,0.048,68.86,30.47,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2.0,1.1,48.5,1.6e-05,7.6e-05,2e-05,11.0,0.00011999999999999999,,,0.038,,,,,,,,,,
sótlan pisztácia,gyümölcsök,diófélék,21.05,43.525,28.28,1.85,0.469,0.109,0.006,0.107,1.122,0.0714,0.001373,0.003,5.645,13.346,0.004030000000000001,0.00234,0.0012929999999999999,0.0012430000000000002,10.0,10.3,7.74,0.000695,0.00023400000000000002,0.000513,51.0,0.00217,,,24.534,159.0,1160.0,13.2,13.0,,,,,,
narancsdzsem,"lekvár, dzsem",dzsem,0.37,0.048,68.86,30.47,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2.0,1.1,48.5,1.6e-05,7.6e-05,2e-05,11.0,0.00011999999999999999,,,0.038,,,,,,,,,,
mandulatej,növényi tejtermékek,növényi tej,1.0,0.0,5.0,0.0,,,0.04,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
körözött,tejtermékek,túrófélék,20.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marinált feta,tejtermékek,sajtok,10.0,0.0,1.0,0.0,,,0.8,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
vinaigrette,ízesítők,"mártás, öntet",0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raklett sajt,tejtermékek,sajtok,25.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vajkrém,tejtermékek,"vaj, vajkrém",2.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rigatoni tészta,tészták,olasz tészta,13.04,1.012,74.67,9.9,0.189,0.053,0.006,0.021,0.142,0.015099999999999999,0.007176999999999999,,0.277,0.564,0.0033,0.00141,0.000289,0.0009170000000000001,63.2,3.2,2.67,0.000891,0.0004,0.000431,237.0,0.00011,,,0.171,,18.0,0.1,,,,,,,219.0
marinált paprika,zöldségek,egyéb zöldségkészítmény,0.0,0.0,3.0,0.0,,,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salátahagyma,zöldségek,hagymaféle,1.1,0.072,9.34,89.11,0.029,0.01,0.004,0.023,0.12,0.0060999999999999995,0.000116,0.0074,0.042,0.017,0.00020999999999999998,0.00017,3.9e-05,0.000129,0.5,1.7,4.24,4.6e-05,2.7e-05,0.000123,19.0,2e-05,,,0.013,1.0,4.0,0.4,,,,,,,
zabtej,növényi tejtermékek,növényi tej,0.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vöröskaviár,halak,halkészítmények,24.6,588016.096,4.0,47.5,0.356,0.3,1.5,0.275,0.32,0.4909,0.00011999999999999999,,4.06,7.405,0.01188,0.00095,0.00011,5e-05,65.5,,,0.00019,0.00062,0.0035,50.0,0.00189,117.0,20.0,4.631,,648.0,0.6,271.0,,,,588.0,271.0,
wok fűszerkeverék,ízesítők,fűszerkeverék,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zöldpaprika,zöldségek,paprikafélék,0.86,0.128,4.64,93.89,0.02,0.01,0.003,0.01,0.224,0.0055,0.00047999999999999996,0.0804,0.058,0.062,0.00034,0.00013000000000000002,6.6e-05,0.000122,,1.7,2.4,5.7e-05,2.8e-05,9.900000000000001e-05,10.0,0.00037,,,0.008,208.0,341.0,7.4,18.0,,21.0,7.0,,,
félédes vörösbor,borok,vörösborok,0.07,0.0,2.31,86.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zselatinfix,ízesítők,adalékanyag,31.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salátakeverék,zöldségek,levélzöldség,1.35,0.154,2.23,95.63,0.033,0.013,0.005,0.035,0.082,0.008400000000000001,0.000357,0.0037,0.029,0.117,0.00124,0.0002,1.6e-05,0.000179,0.6,1.1,0.94,5.7e-05,6.2e-05,0.00015,73.0,0.00017999999999999998,,,0.008,1987.0,1223.0,102.3,166.0,,,,,,
paradicsompaprika,zöldségek,paprikafélék,0.99,0.222,6.03,92.21,0.026,0.012,0.004,0.007,0.291,0.0056,0.000979,0.1277,0.059,0.156,0.00043,0.00025,1.7e-05,0.000112,0.1,2.1,4.2,5.4e-05,8.5e-05,0.000317,46.0,0.00158,,,0.007,1624.0,51.0,4.9,157.0,,20.0,490.0,,,
édes rosé,borok,rosé bor,0.07,0.0,2.31,86.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hegyes erős paprika,zöldségek,paprikafélék,1.66,0.318,5.35,91.81,0.032,0.017,0.013,0.014,0.357,0.0074,0.001242,0.08270000000000001,0.048,0.243,0.00046,0.00025,9.4e-05,0.0001,0.3,3.4,1.95,8.1e-05,5.4e-05,0.000265,29.0,0.00069,,,0.027,184.0,,9.5,17.0,,39.0,,,,
zöldhagyma,zöldségek,hagymaféle,1.83,0.133,7.34,89.83,0.037,0.02,0.016,0.072,0.061,0.0057,0.0005250000000000001,0.0188,0.032,0.074,0.00148,0.00039,8.3e-05,0.00016,0.6,2.6,2.33,5.5e-05,8e-05,7.5e-05,64.0,0.00055,,,0.027,598.0,1137.0,207.0,50.0,,,,,,
zöld metélttészta,tészták,olasz tészta,13.35,1.048,74.81,8.34,0.332,0.174,0.036,0.058,0.323,0.0171,0.00455,,0.226,0.641,0.00213,0.00276,0.000499,0.002645,63.5,10.6,2.72,0.000373,0.00019600000000000002,0.001214,48.0,0.00074,,,0.181,277.0,3487.0,151.5,23.0,,,,,,
wasabi konzerv,ízesítők,fűszerkrém,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fekete tea,italok,tea,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libacomb,"húsok, belsőségek",liba,15.86,80031.31,0.0,49.66,0.234,0.018,0.073,0.012,0.39,,0.003608,0.004200000000000001,9.78,3.76,0.0025,0.00172,0.00027,2e-05,14.4,,,8.5e-05,0.000245,0.001294,4.0,,,0.34,17.77,,,,17.0,,,,80.0,17.0,
koffeinmentes kávé,italok,kávé,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zöldparadicsom,zöldségek,egyéb zöldség,1.2,0.139,5.1,93.0,0.028,0.01,0.013,0.013,0.081,0.0086,0.0005,0.023399999999999997,0.028,0.081,0.00051,7.000000000000001e-05,8.999999999999999e-05,0.0001,0.4,1.1,4.0,5.9999999999999995e-05,4e-05,0.0005,9.0,0.00038,,,0.03,346.0,,10.1,32.0,,78.0,,,,
kacsacomb,"húsok, belsőségek",kacsa,11.49,76036.99,0.0,48.5,0.139,0.015,0.063,0.011,0.19,0.031,0.003934,0.0028,13.22,5.08,0.0024,0.00136,0.000236,1.7e-05,12.4,,,0.00019700000000000002,0.00020999999999999998,0.0009509999999999999,13.0,0.0007,26.0,0.25,18.69,,,5.5,50.0,,,,76.0,50.0,
vadlazac,halak,tengeri hal,19.84,55005.623,0.0,68.5,0.2,0.029,0.044,0.012,0.818,,0.00786,,0.981,2.539,0.0008,0.00064,0.00025,1.6e-05,36.5,,,0.00022600000000000002,0.00038,0.001664,25.0,,,3.18,2.103,,,,12.0,,,,55.0,12.0,
zöld mandula,gyümölcsök,diófélék,21.4,49.736,18.67,4.51,0.481,0.268,0.019,0.236,0.115,0.0521,0.0035,,3.953,12.368,0.00328,0.00297,0.001027,0.001835,3.2,9.9,4.63,0.000191,0.0007109999999999999,0.000314,49.0,0.02375,,,33.415,4.0,1.0,,,,,,,,
vérnarancs,gyümölcsök,déli gyümölcs,0.94,0.063,11.75,86.75,0.014,0.01,,0.04,0.06,0.008400000000000001,0.00028199999999999997,0.053200000000000004,0.015,0.025,0.0001,7.000000000000001e-05,4.4999999999999996e-05,2.5e-05,0.5,2.4,9.35,8.7e-05,4e-05,0.00025,30.0,0.00017999999999999998,,,0.023,71.0,129.0,,11.0,,11.0,116.0,,,
vérnarancs aroma,ízesítők,aroma,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vörösáfonya,gyümölcsök,bogyós gyümölcs,0.46,0.081,11.97,87.32,0.011,0.006,0.002,0.008,0.057,0.0055,0.000101,0.014,0.008,0.055,0.00023,8.999999999999999e-05,5.6e-05,0.00026700000000000004,0.1,3.6,4.27,1.2e-05,2e-05,0.00029499999999999996,1.0,0.00132,,,0.018,38.0,91.0,5.0,3.0,,,,,,
zabliszt,gabonaipari termékek,lisztek,14.66,7.802,65.7,8.55,0.452,0.144,0.019,0.055,0.125,0.0299,0.001474,,1.607,3.329,0.004,0.0032,0.000437,0.004019,34.0,6.5,0.8,0.0006919999999999999,0.000125,0.000201,32.0,0.0007,,,2.866,,180.0,3.2,,,,,,,
étcsokoládé,édesítők,"cukorka, csokoládé",4.88,8029.151,61.17,0.97,0.206,0.146,0.024,0.056,0.042,,0.000725,,18.519,1.092,0.00802,0.0020099999999999996,0.001028,0.0014190000000000001,3.0,7.0,47.9,2.5e-05,5e-05,0.000297,,0.00054,,0.23,9.54,26.0,31.0,8.1,2.0,,7.0,1.0,8.0,,
zsúrkenyér,gabonaipari termékek,kenyérfélék,10.67,2.924,47.54,35.25,0.129,0.041,0.473,0.125,0.111,0.018699999999999998,0.0055899999999999995,0.0002,0.697,1.615,0.0036,0.0010400000000000001,0.000148,0.001026,28.8,4.0,5.73,0.00041099999999999996,0.000252,0.00082,85.0,0.00019,,,0.612,1.0,44.0,4.9,,,,,,,20.0
száraz vörösbor,borok,vörösborok,0.07,0.0,2.31,86.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
félédes rosé,borok,rosé bor,0.07,0.0,2.31,86.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zabkorpa,gabonaipari termékek,"pehely, korpa, csíra",17.3,6.47,66.22,6.55,0.734,0.235,0.004,0.058,0.165,0.0322,0.000934,,1.328,2.766,0.00541,0.00311,0.00040300000000000004,0.00563,45.2,15.4,1.45,0.00117,0.00022,0.001494,52.0,0.00101,,,2.376,,180.0,3.2,,,,,,,
gyümölcsjoghurt,tejtermékek,"kefír, joghurt",3.0,1.0,11.0,0.0,,,0.04,,,,,,1.0,,,,,,,1.0,11.0,,,,,,,,,,,,,,,,,,
halgerinc,halak,édesvizi hal,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
halászlékocka,ízesítők,"alapporok, mártásalapok, leveskockák",13.0,19.0,18.0,0.0,,,9.6,,,,,,19.0,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,
félszáraz vörösbor,borok,vörösborok,0.07,0.0,2.31,86.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
száraz rosé,borok,rosé bor,0.07,0.0,2.31,86.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hering (konzerv),halak,halkészítmények,17.96,60007.909,0.0,72.05,0.236,0.032,0.09,0.057,0.302,0.065,0.0032170000000000002,0.0007,2.04,2.133,0.0011,0.00099,9.2e-05,3.5000000000000004e-05,36.5,,,9.2e-05,0.00023300000000000003,0.0006450000000000001,10.0,0.00107,167.0,13.67,3.736,,,0.1,28.0,,,,60.0,28.0,
japánszilva,gyümölcsök,csonthéjas gyümölcs,0.7,0.195,11.42,87.23,0.016,0.007,,0.006,0.029,0.0019,0.000417,0.0095,0.017,0.044,0.00017,0.0001,5.7e-05,5.2e-05,,1.4,9.92,2.8e-05,2.6e-05,0.000135,5.0,0.00026000000000000003,,,0.134,190.0,73.0,6.4,17.0,,,35.0,,,
homár,tenger gyümölcsei,tenger gyümölcsei,16.52,127000.697,0.0,80.95,0.161,0.038,0.423,0.084,0.104,0.0703,0.001591,,0.181,0.296,0.00026000000000000003,0.0035299999999999997,0.001349,5.6e-05,63.6,,,2e-05,1.4e-05,0.001449,10.0,0.00087,1.0,1.25,0.22,,,,1.0,,,,127.0,1.0,
félszáraz rosé,borok,rosé bor,0.07,0.0,2.31,86.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jégkocka,egyéb alapanyagok,egyéb,0.0,0.0,0.0,99.9,,0.001,0.004,0.003,,,,,,,,1e-05,1e-05,,,,,,,,,,,,,,,,,,,,,,
gyümölcstea,italok,tea,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hal alaplé,ízesítők,alaplevek,0.0,0.0,0.0,0.0,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
halolaj,zsiradékok,állati eredetű zsiradékok,0.0,485089.233,0.0,0.0,,,,,,,,,19.872,40.324,,,,,,,,,,,,,,,29.037,,,,,,,,485.0,,
hal fűszerkeverék,ízesítők,fűszerkeverék,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburgerhús,"felvágottak, húskrémek",egyéb húskészítmény,24.62,84011.803,0.0,60.61,0.211,0.022,0.079,0.02,0.367,0.08109999999999999,0.005777999999999999,,5.331,0.438,0.00268,0.0062,8.1e-05,1.2e-05,20.3,,,4.2999999999999995e-05,0.000177,0.000728,8.0,0.00013000000000000002,2.0,2.79,6.034,,,1.5,3.0,,,,84.0,3.0,
hasábburgonya,zöldségek,egyéb zöldségkészítmény,2.24,4.165,24.81,66.61,0.083,0.021,0.023,0.009,0.178,,0.002038,0.0173,0.94,0.265,0.00062,0.00035,9.3e-05,0.000158,,1.9,0.2,9.800000000000001e-05,4.8e-05,0.00047299999999999995,35.0,0.0001,,,2.96,,,2.2,,,,,,,
juhkefir,tejtermékek,"kefír, joghurt",3.47,13003.081,4.66,87.9,0.095,0.012,0.046,0.121,0.032,0.0152,7.5e-05,0.0005,2.096,0.092,5e-05,0.0005899999999999999,8.999999999999999e-06,4e-06,2.2,,4.66,2.9e-05,0.00014199999999999998,0.000389,7.0,5.9999999999999995e-05,2.0,0.37,0.893,5.0,,0.2,27.0,,,,13.0,27.0,
kagylóhús,tenger gyümölcsei,tenger gyümölcsei,11.9,28001.538,3.69,80.58,0.197,0.034,0.286,0.026,0.05,0.065,0.0016,0.008,0.425,0.606,0.00395,0.0016,9.4e-05,0.0034,44.8,,,0.00016,0.00020999999999999998,0.0005,42.0,0.00055,,12.0,0.507,,,0.1,48.0,,,,28.0,48.0,
kagylótészta,tészták,olasz tészta,13.04,1.012,74.67,9.9,0.189,0.053,0.006,0.021,0.142,0.015099999999999999,0.007176999999999999,,0.277,0.564,0.0033,0.00141,0.000289,0.0009170000000000001,63.2,3.2,2.67,0.000891,0.0004,0.000431,237.0,0.00011,,,0.171,,18.0,0.1,,,,,,,219.0
kamillavirág,"gyógynövények, virágok",gyógynövény,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kanadai bacon,"felvágottak, húskrémek",szalonna,20.31,48002.457,1.34,72.34,0.24,0.02,0.751,0.006,0.241,0.0761,0.007227,,0.9,0.467,0.00044,0.00123,5.3e-05,1.4999999999999999e-05,37.1,,0.9,0.0005110000000000001,0.00014099999999999998,0.00061,4.0,0.00022,6.0,0.37,1.09,,,,,,,,48.0,,
kandírozott citrom,egyéb gyümölcsök,kandírozott gyümölcs,0.34,0.038,82.74,16.7,0.005,0.004,0.098,0.018,,0.0022,,,0.01,0.02,0.00017,5e-05,2.9e-05,0.000111,0.6,1.6,80.68,,,,,4e-05,,,0.008,9.0,11.0,0.3,1.0,,,5.0,,,
kandírozott meggy,egyéb gyümölcsök,kandírozott gyümölcs,0.34,0.038,82.74,16.7,0.005,0.004,0.098,0.018,,0.0022,,,0.01,0.02,0.00017,5e-05,2.9e-05,0.000111,0.6,1.6,80.68,,,,,4e-05,,,0.008,9.0,11.0,0.3,1.0,,,5.0,,,
kandírozott papaja,egyéb gyümölcsök,kandírozott gyümölcs,0.34,0.038,82.74,16.7,0.005,0.004,0.098,0.018,,0.0022,,,0.01,0.02,0.00017,5e-05,2.9e-05,0.000111,0.6,1.6,80.68,,,,,4e-05,,,0.008,9.0,11.0,0.3,1.0,,,5.0,,,
savó,tejtermékek,egyéb tejtermék,0.76,1000.086,5.12,93.42,0.078,0.01,0.048,0.103,0.042,0.016,7.9e-05,0.0001,0.057,0.004,8e-05,0.00043,3e-06,2e-06,1.8,,5.12,4.2000000000000004e-05,0.00014000000000000001,0.000381,2.0,,,0.18,0.025,,,,2.0,,,,1.0,2.0,
zöld olajbogyó,egyéb gyümölcsök,egyéb gyümölcskészítmény,0.84,10.56,6.04,79.99,0.003,0.004,0.735,0.088,0.009,0.0103,3.7e-05,0.0009,2.279,0.629,0.00628,0.00022,0.000251,2e-05,0.9,1.6,,3e-06,,1.4999999999999999e-05,,0.00165,,,7.652,198.0,510.0,1.4,17.0,,,,,,
zabpehelyliszt,gabonaipari termékek,lisztek,14.66,7.802,65.7,8.55,0.452,0.144,0.019,0.055,0.125,0.0299,0.001474,,1.607,3.329,0.004,0.0032,0.000437,0.004019,34.0,6.5,0.8,0.0006919999999999999,0.000125,0.000201,32.0,0.0007,,,2.866,,180.0,3.2,,,,,,,
rizstej,növényi tejtermékek,növényi tej,0.28,0.938,9.17,89.28,0.056,0.011,0.039,0.118,0.039,0.0021000000000000003,0.00039,,,0.313,0.0002,0.00013000000000000002,3.7e-05,0.00028199999999999997,2.2,0.3,5.28,2.7e-05,0.00014199999999999998,0.000146,2.0,0.00047,42.0,0.63,0.625,,,0.2,63.0,,,,,63.0,
citromsav,ízesítők,adalékanyag,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zöld kardamom,ízesítők,szárított fűszer,10.76,1.98,68.47,8.28,0.178,0.229,0.018,0.383,0.23,,0.0011020000000000001,0.021,0.68,0.43,0.01397,0.00747,0.000383,0.028,,28.0,,0.00019800000000000002,0.000182,,,,,,0.87,,,,,,,,,,
kakas,"húsok, belsőségek",egyéb hús,18.6,75013.78,0.0,65.99,0.147,0.02,0.07,0.011,0.35,0.0597,0.006801,0.0016,4.31,3.23,0.0009,0.00131,4.8e-05,1.9e-05,14.4,,,5.9999999999999995e-05,0.00011999999999999999,0.00091,6.0,0.0003,10.0,0.31,6.24,,,1.5,41.0,,,,75.0,41.0,
kacsazúza,"húsok, belsőségek",kacsa,18.8,271002.432,0.0,77.47,0.164,0.019,0.147,0.016,0.198,0.0897,0.006233,0.0062,0.929,0.708,0.00278,0.0030299999999999997,0.00022,8.5e-05,28.8,,,6.1e-05,0.00032700000000000003,0.000914,6.0,0.00022,19.0,3.61,0.795,,,,46.0,,,,271.0,46.0,
fehér rum,italok,alkoholos ital,0.0,0.0,0.0,66.6,0.005,,0.001,,,,,,,,0.00011999999999999999,7.000000000000001e-05,5e-05,1.7999999999999997e-05,,,,8e-06,,,,,,,,,,,,,,,,,
szénsavas narancsos üdítőital,italok,üdítőital,0.0,0.0,12.3,87.6,0.001,0.001,0.012,0.005,,0.0006,,,,,5.9999999999999995e-05,0.0001,1.4999999999999999e-05,1.3e-05,,,,,,,,,,,,,,,,,,,,,
