Alapanyag neve,Elsődleges kategória,Másodlagos kategória,Foszfor,Magnézium,Nátrium,Kalcium,B6 vitamin,Kolin,Niacin - B3 vitamin,C vitamin,fehérje,telített zsírsav,többszörösen telített zsírsav,Vas,Cink,Réz,Mangán,Szelén,rost,cukor,víz,Tiamin - B1 vitamin,Riboflavin - B2 vitamin,Pantoténsav - B5 vitamin,Folát,E vitamin,D vitamin,B12 vitamin,egyszeresen telített zsírsav,Béta-karotin,Lutein+zeaxantin,K vitamin,A vitamin,Likopin,Alfa-karotin,Béta-kriptoxantin,koleszterin,Retinol,Folsav
búzacsíra,gabonaipari termékek,"pehely, korpa, csíra",0.842,0.239,0.012,0.039,1.3,,0.006813,,23.15,1.665,6.01,0.00626,0.012289999999999999,0.000796,0.013301,7.92e-05,13.2,,11.12,0.001882,0.000499,0.0022570000000000003,0.000281,,,,1.365,,,,,,,,,,
cukormentes csokoládé,édesítők,"cukorka, csokoládé",,,,,,,,,10.0,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,
habcsók,édesítők,"cukorka, csokoládé",,,0.1,,,,,,4.0,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,
öregtészta,egyéb alapanyagok,egyéb,0.071,0.014,0.001,0.009,,0.006,,,6.0,,,,,,,2.1e-05,1.0,,6.0,,,,2.5e-05,,,,,,1.1e-05,,,,,,,,
paradicsom ivólé,italok,üdítőital,0.019,0.011,0.01,0.01,0.07,0.0068,0.0006730000000000001,0.0701,0.85,0.019,0.027,0.00039,0.00011,4.2000000000000004e-05,6.8e-05,5e-07,0.4,2.58,94.24,0.0001,7.8e-05,,2e-05,0.00032,,,0.005,0.00027,6e-05,2.3e-06,2.3e-05,0.009037,,,,,
tintahalkarika,tenger gyümölcsei,tenger gyümölcsei,0.387,0.03,0.372,0.09,0.15,,0.001216,0.0053,16.24,0.118,0.134,0.006019999999999999,0.00173,0.000587,0.00011,4.48e-05,,,80.56,8.999999999999999e-06,0.00091,0.0005,1.6e-05,,,3e-06,0.081,,,,0.000113,,,,112.0,0.000113,
diótej,növényi tejtermékek,növényi tej,,,0.04,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
édes fehérbor,borok,fehérborok,,,,,,,,,0.07,,,,,,,,,,85.69,,,,,,,,,,,,,,,,,,
görög fűszerkeverék,ízesítők,fűszerkeverék,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
görögszéna,ízesítők,szárított fűszer,0.296,0.191,0.067,0.176,0.6,,0.00164,0.003,23.0,1.46,,0.033530000000000004,0.0025,0.00111,0.001228,6.3e-06,24.6,,8.84,0.000322,0.000366,,5.7e-05,,,,,,,,3e-06,,,,,,
gyömbéres keksz,gabonaipari termékek,"keksz, piskóta",,,0.4,,,,,,5.0,6.0,1.0,,,,,,2.0,33.0,,,,,,,,,5.0,,,,,,,,,,
gyümölcslé,italok,üdítőital,0.007,0.005,0.004,0.008,0.018,0.0018,7.3e-05,0.0009,0.1,0.022,0.039,0.00011999999999999999,2e-05,1.2e-05,7.4e-05,1.0000000000000001e-07,0.2,9.62,88.24,2.1000000000000002e-05,1.7e-05,4.9000000000000005e-05,,1e-05,,,0.006,,1.6e-05,,,,,,,,
harissa paszta,ízesítők,fűszerkrém,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kókuszos puding,édesítők,"puding, pudingpor",,,0.04,,,,,,2.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,
kókuszos pudingpor,édesítők,"puding, pudingpor",0.013,0.003,0.009,0.002,,0.0004,,,0.26,0.009,0.025,0.00047,5.9999999999999995e-05,5e-05,5.3e-05,2.8e-06,0.9,,8.32,,,,,,,,0.016,,,,,,,,,,
krokant,egyéb gyümölcsök,egyéb gyümölcskészítmény,0.376,0.168,0.018,0.092,0.348,0.0525,0.012066,,25.8,6.279,15.558,0.00458,0.00327,0.0011439999999999998,0.001934,7.2000000000000005e-06,8.5,4.72,6.5,0.00064,0.000135,0.001767,0.00024,0.00833,,,24.426,,,,,,,,,,
pecorino sajt,tejtermékek,sajtok,0.76,0.041,1.2,1.064,,,,,31.0,17.0,,,0.002,,,1.4e-05,,,,,,,,,,,7.0,,,,,,,,104.0,,
tortilla chips,gabonaipari termékek,"pehely, korpa, csíra",0.234,0.084,0.31,0.104,0.202,0.019100000000000002,0.001498,,6.62,2.776,9.179,0.00132,0.00146,0.00010499999999999999,0.000357,8.400000000000001e-06,4.7,1.21,1.94,0.00013000000000000002,4.2999999999999995e-05,0.00041099999999999996,2.2e-05,0.00297,,,8.584,3.9e-05,0.001198,6e-07,8e-06,,5.6e-05,5.7e-05,,,
vöröslencse,zöldségek,hüvelyesek,0.294,0.059,0.007,0.048,0.403,,0.001495,0.0017,23.91,0.379,1.137,0.00739,0.0036,0.001303,0.001716,,10.8,,7.82,0.00051,0.000106,0.000348,0.000204,,,,0.5,3.5e-05,,,3e-06,,,,,,
kanadai sütőtök,zöldségek,"tök, spárga",0.033,0.034,0.004,0.048,0.154,,0.0012,0.021,1.0,0.021,0.042,0.0007,0.00015,7.199999999999999e-05,0.000202,5e-07,2.0,2.2,86.41,0.0001,2e-05,0.0004,2.7e-05,0.0014399999999999999,,,0.007,0.004226,,1.1e-06,0.000532,,0.000834,0.003471,,,
dekorgyöngy,édesítők,"cukorka, csokoládé",,,0.001,0.001,,,,,0.0,,,5e-05,1e-05,7e-06,4e-06,6e-07,,99.8,0.02,,1.9e-05,,,,,,,,,,,,,,,,
cseresznyebefőtt,gyümölcsök,befőtt,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bárányborda,"húsok, belsőségek",bárány,0.143,0.019,0.058,0.014,0.12,,0.006059999999999999,,15.32,13.43,2.42,0.0014299999999999998,0.00287,9.2e-05,1.7e-05,1.77e-05,,,53.68,0.0001,0.00019,0.00062,1.5e-05,,,2.1400000000000003e-06,12.6,,,,,,,,74.0,,
báránykaraj,"húsok, belsőségek",bárány,0.143,0.019,0.058,0.014,0.12,,0.006059999999999999,,15.32,13.43,2.42,0.0014299999999999998,0.00287,9.2e-05,1.7e-05,1.77e-05,,,53.68,0.0001,0.00019,0.00062,1.5e-05,,,2.1400000000000003e-06,12.6,,,,,,,,74.0,,
barbecue szósz,ízesítők,fűszeres szósz,0.02,0.013,1.027,0.033,0.075,0.0070999999999999995,0.000597,0.0006,0.82,0.045,0.101,0.00064,0.00017,7.199999999999999e-05,0.000126,1.3e-06,0.9,33.24,54.71,2.3e-05,5.6e-05,0.000164,2e-06,0.0008,,,0.082,0.000133,8.8e-05,1.8000000000000001e-06,1.1e-05,0.00455,,2e-06,,,
barna rum,italok,alkoholos ital,0.005,,0.001,,,,,,0.0,,,0.00011999999999999999,7.000000000000001e-05,5e-05,1.7999999999999997e-05,,,,66.6,8e-06,,,,,,,,,,,,,,,,,
bolognai szósz,ízesítők,"alapporok, mártásalapok, leveskockák",,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brandy,italok,alkoholos ital,0.005,,0.001,,,,,,0.0,,,1e-05,,1e-05,,,,,66.6,5e-06,7e-06,,,,,,,,,,,,,,,,
burgonyakeményítő,gabonaipari termékek,keményítő,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
campari,italok,alkoholos ital,0.006,0.003,0.008,0.001,,0.0008,0.00014399999999999998,,0.1,0.106,0.105,5.9999999999999995e-05,2.9999999999999997e-05,4e-05,1.4e-05,4.0000000000000003e-07,,38.3,31.0,4e-06,1.2e-05,,,,,,0.022,,,,,,,,,,
cukormáz,édesítők,"cukorka, csokoládé",,,0.13,,,,,,6.0,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,
cseresznyepaprika,zöldségek,savanyúságok,0.02,0.01,0.003,0.01,0.224,0.0055,0.00047999999999999996,0.0804,0.86,0.058,0.062,0.00034,0.00013000000000000002,6.6e-05,0.000122,,1.7,2.4,93.89,5.7e-05,2.8e-05,9.900000000000001e-05,1e-05,0.00037,,,0.008,0.000208,0.000341,7.4e-06,1.8e-05,,2.1e-05,7e-06,,,
bodzabogyó,gyümölcsök,bogyós gyümölcs,0.039,0.005,0.006,0.038,0.23,,0.0005,0.036,0.66,0.023,0.247,0.0016,0.00011,6.1e-05,,6e-07,7.0,,79.8,7.000000000000001e-05,5.9999999999999995e-05,0.00014000000000000001,6e-06,,,,0.08,,,,3e-05,,,,,,
himalája só,ízesítők,sófélék,,0.001,38.758,0.024,,,,,0.0,,,0.00033,0.0001,2.9999999999999997e-05,0.0001,1.0000000000000001e-07,,,0.2,,,,,,,,,,,,,,,,,,
cseresznyepaprika krém,ízesítők,fűszerkrém,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
csokoládédara,édesítők,"cukorka, csokoládé",0.206,0.146,0.024,0.056,0.042,,0.000725,,4.88,18.519,1.092,0.00802,0.0020099999999999996,0.001028,0.0014190000000000001,3e-06,7.0,47.9,0.97,2.5e-05,5e-05,0.000297,,0.00054,,2.3000000000000002e-07,9.54,2.6e-05,3.1e-05,8.1e-06,2e-06,,7e-06,1e-06,8.0,,
csokoládéforgács,édesítők,"cukorka, csokoládé",0.206,0.146,0.024,0.056,0.042,,0.000725,,4.88,18.519,1.092,0.00802,0.0020099999999999996,0.001028,0.0014190000000000001,3e-06,7.0,47.9,0.97,2.5e-05,5e-05,0.000297,,0.00054,,2.3000000000000002e-07,9.54,2.6e-05,3.1e-05,8.1e-06,2e-06,,7e-06,1e-06,8.0,,
csokoládés puding,édesítők,"puding, pudingpor",,,0.05,,,,,,3.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,
grand marnier,italok,alkoholos ital,0.005,,0.001,,,,,,0.0,,,1e-05,,1e-05,,,,,66.6,5e-06,7e-06,,,,,,,,,,,,,,,,
csokiszósz,édesítők,"cukorka, csokoládé",0.129,0.065,0.072,0.014,0.006,0.0013,0.000322,0.0002,2.1,0.519,0.026,0.00211,0.00073,0.000512,0.000382,1.4e-06,2.6,49.65,31.0,8.999999999999999e-06,5e-05,1.3e-05,2e-06,2e-05,,,0.286,,3e-06,5e-07,,,,,,,
kendermag,magvak,egyéb magvak,,,,0.001,,,0.002,0.001,22.0,3.0,23.0,,,,,,35.0,,,,0.001,,,,,,3.0,,,,,,,,,,
sóvirág,ízesítők,sófélék,,0.001,38.758,0.024,,,,,0.0,,,0.00033,0.0001,2.9999999999999997e-05,0.0001,1.0000000000000001e-07,,,0.2,,,,,,,,,,,,,,,,,,
csontlé,ízesítők,alaplevek,,,0.32,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cukormentes dzsem,"lekvár, dzsem",dzsem,,,,,,,,,0.0,,,,,,,,1.0,26.0,,,,,,,,,,,,,,,,,,,
diabetikus liszt,gabonaipari termékek,lisztek,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diákcsemege,egyéb gyümölcsök,egyéb gyümölcskészítmény,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cukormentes lekvár,"lekvár, dzsem",lekvár,,,,,,,,,0.0,,,,,,,,1.0,26.0,,,,,,,,,,,,,,,,,,,
digestive keksz,gabonaipari termékek,"keksz, piskóta",,,0.4,,,,,,6.0,9.0,2.0,,,,,,3.0,18.0,,,,,,,,,7.0,,,,,,,,,,
ecetes torma,ízesítők,fűszerkrém,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
édes vörösbor,borok,vörösborok,,,,,,,,,0.07,,,,,,,,,,86.94,,,,,,,,,,,,,,,,,,
eperdzsem,"lekvár, dzsem",dzsem,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.37,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2e-06,1.1,48.5,30.47,1.6e-05,7.6e-05,2e-05,1.1e-05,0.00011999999999999999,,,0.038,,,,,,,,,,
eperkonzerv,egyéb gyümölcsök,gyümölcskonzerv,0.012,0.008,0.004,0.013,0.049,0.0038,5.7e-05,0.0317,0.56,0.014,0.129,0.00049,8.999999999999999e-05,6.3e-05,0.0002,3e-07,1.7,21.83,75.35,2.1000000000000002e-05,3.4e-05,0.000179,2.8e-05,0.00019,,,0.036,1.6e-05,1.8e-05,1.5e-06,1e-06,,,,,,
ezersziget öntet,ízesítők,"mártás, öntet",,,0.5,,,,,,0.0,2.0,,,,,,,1.0,11.0,,,,,,,,,,,,,,,,,,,
fehér mustármag,ízesítők,szárított fűszer,0.828,0.37,0.013,0.266,0.397,0.1227,0.004732999999999999,0.0070999999999999995,26.08,1.989,10.088,0.009210000000000001,0.00608,0.0006450000000000001,0.002448,0.0002081,12.2,6.79,5.27,0.000805,0.000261,0.0008100000000000001,0.000162,0.00507,,,22.518,1.8e-05,0.000568,5.4e-06,2e-06,,,,,,
fasírt fűszerkeverék,ízesítők,fűszerkeverék,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eperlé,italok,friss gyümölcs leve,,,,,,,,,0.0,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,
eperlekvár,"lekvár, dzsem",lekvár,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.37,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2e-06,1.1,48.5,30.47,1.6e-05,7.6e-05,2e-05,1.1e-05,0.00011999999999999999,,,0.038,,,,,,,,,,
eperszörp,italok,szörpök,,,,,,,,,0.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,
galambmáj,"húsok, belsőségek",egyéb hús,0.297,0.019,0.071,0.008,0.853,0.19440000000000002,0.009728,0.0179,16.92,1.563,1.306,0.00899,0.00267,0.000492,0.000255,5.46e-05,,,76.46,0.000305,0.001778,0.006233,0.000588,0.0007,,1.6579999999999997e-05,1.249,5.6e-05,,,0.003296,4e-05,1.1e-05,1.1e-05,345.0,0.00329,
gránátalma szirup,édesítők,szirup,0.004,0.004,0.027,0.006,,,,,0.0,,,5e-05,0.00013000000000000002,2.6e-05,,6e-07,,46.55,32.4,,1e-05,,,,,,,,,,,,,,,,
gyöngybab,zöldségek,hüvelyesek,0.301,0.19,0.016,0.24,0.318,0.06620000000000001,0.000479,,23.36,0.219,0.364,0.01044,0.00367,0.000984,0.001796,1.2800000000000001e-05,15.2,2.11,11.32,0.000437,0.000146,0.000732,0.000388,0.00020999999999999998,,,0.074,,,5.6e-06,,,,,,,
epres puding,édesítők,"puding, pudingpor",,,0.06,,,,,,2.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,
zabtejszín,növényi tejtermékek,növényi tejszínek,,,0.04,,,,,,0.0,1.0,5.0,,,,,,1.0,6.0,,,,,,,,,2.0,,,,,,,,,,
zabkeksz,gabonaipari termékek,"keksz, piskóta",,,0.59,,,,,,8.0,9.0,,,,,,,5.0,23.0,,,,,,,,,,,,,,,,,,,
görög mazsola,egyéb gyümölcsök,aszalt gyümölcs,0.101,0.035,0.024,0.064,0.323,0.0111,0.001142,0.0032,3.28,0.065,0.057,0.00098,0.00037,0.000228,0.00022600000000000002,7e-07,3.3,65.7,14.9,8e-06,0.000191,,3e-06,0.00011999999999999999,,,0.014,,,3.5e-06,,,,,,,
görögsaláta fűszerkeverék,ízesítők,fűszerkeverék,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gumicukor,édesítők,"cukorka, csokoládé",,,0.01,,,,,,6.0,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,
gyömbér üdítő,italok,üdítőital,,0.001,0.007,0.003,,,,,0.0,,,0.00017999999999999998,5e-05,1.7999999999999997e-05,1.3e-05,1.0000000000000001e-07,,8.9,91.23,,,,,,,,,,,,,,,,,,
gyömbérsör,italok,üdítőital,,0.001,0.007,0.003,,,,,0.0,,,0.00017999999999999998,5e-05,1.7999999999999997e-05,1.3e-05,1.0000000000000001e-07,,8.9,91.23,,,,,,,,,,,,,,,,,,
koriandermag,ízesítők,szárított fűszer,0.409,0.33,0.035,0.709,,,0.00213,0.021,12.37,0.99,1.75,0.01632,0.0047,0.000975,0.0019,2.62e-05,41.9,,8.86,0.00023899999999999998,0.00029,,,,,,13.58,,,,,,,,,,
majonézes torma,ízesítők,fűszerkrém,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marinara szósz,ízesítők,"mártás, öntet",0.034,0.018,0.437,0.026,0.173,0.013699999999999999,0.0039169999999999995,0.002,1.39,0.218,0.673,0.00073,0.0002,8.2e-05,0.000127,1.4e-06,1.8,4.91,87.87,2.4e-05,6.1e-05,7.6e-05,1.3e-05,0.0024,,,0.298,0.00037,0.000176,1.39e-05,3.1e-05,0.012717,,,2.0,,
medvehagymapesztó,ízesítők,fűszerkrém,,,0.98,,,,,,7.0,7.0,,,,,,,2.0,7.0,,,,,,,,,,,,,,,,,,,
milánói alappor,ízesítők,"alapporok, mártásalapok, leveskockák",,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
milánói szósz,ízesítők,"alapporok, mártásalapok, leveskockák",,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
narancs eszencia,ízesítők,"növényi víz, esszencia",,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
narancsvirágvíz,ízesítők,"növényi víz, esszencia",,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piros curry paszta,ízesítők,fűszerkrém,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sárga currykrém,ízesítők,fűszerkrém,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pizza fűszerkeverék,ízesítők,fűszerkeverék,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mogyoróolaj,zsiradékok,növényi eredetű zsiradék,,,,,,,,,0.0,7.4,10.2,,,,,,,,,,,,,0.047200000000000006,,,78.0,,,,,,,,,,
kukoricaolaj,zsiradékok,növényi eredetű zsiradék,,,,,,0.0002,,,0.0,12.948,54.677,,,,,,,,,,,,,0.0143,,,27.576,,,1.8999999999999998e-06,,,,,,,
vörösbab,zöldségek,hüvelyesek,0.406,0.138,0.012,0.083,0.397,0.0659,0.00211,0.0045,22.53,0.154,0.586,0.006690000000000001,0.00279,0.000699,0.001111,3.2000000000000003e-06,15.2,2.1,11.75,0.000608,0.000215,0.00078,0.000394,0.00020999999999999998,,,0.082,,,5.6e-06,,,,,,,
zöldbors,ízesítők,szárított fűszer,0.158,0.171,0.02,0.443,0.291,0.011300000000000001,0.001143,,10.39,1.392,0.998,0.009710000000000002,0.0011899999999999999,0.00133,0.012753,4.9000000000000005e-06,25.3,0.64,12.46,0.000108,0.00017999999999999998,0.001399,1.7e-05,0.0010400000000000001,,,0.739,0.00031,0.000454,0.0001637,2.7e-05,2e-05,1.2e-05,2.5e-05,,,
savanyított kerekrépa,zöldségek,savanyúságok,0.019,0.008,0.286,0.022,0.067,0.0087,0.000299,0.0116,0.71,0.008,0.042,0.00022,0.0002,6.4e-05,0.0001,6e-07,2.0,2.99,93.6,2.7e-05,2.3e-05,0.00014199999999999998,9e-06,2e-05,,,0.005,,,1.0000000000000001e-07,,,,,,,
pulykafűszerkeverék,ízesítők,fűszerkeverék,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rizsborecet,ízesítők,ecetfélék,0.004,0.001,0.002,0.006,,,,,0.0,,,2.9999999999999997e-05,1e-05,6e-06,5.5e-05,5e-07,,0.04,94.78,,,,,,,,,,,,,,,,,,
olajos hal,halak,halkészítmények,0.49,0.039,0.307,0.382,0.167,0.075,0.0052450000000000005,,24.62,1.528,5.148,0.00292,0.00131,0.000186,0.000108,5.27e-05,,,59.61,8e-05,0.00022700000000000002,0.000642,1e-05,0.00204,0.000193,8.939999999999999e-06,3.869,,,2.6e-06,3.2e-05,,,,142.0,3.2e-05,
puttanesca fűszerkeverék,ízesítők,fűszerkeverék,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kökénylekvár,"lekvár, dzsem",lekvár,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.37,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2e-06,1.1,48.5,30.47,1.6e-05,7.6e-05,2e-05,1.1e-05,0.00011999999999999999,,,0.038,,,,,,,,,,
salátalevél,zöldségek,levélzöldség,0.033,0.013,0.005,0.035,0.082,0.008400000000000001,0.000357,0.0037,1.35,0.029,0.117,0.00124,0.0002,1.6e-05,0.000179,6e-07,1.1,0.94,95.63,5.7e-05,6.2e-05,0.00015,7.3e-05,0.00017999999999999998,,,0.008,0.001987,0.001223,0.00010229999999999999,0.000166,,,,,,
rózsaburgonya,zöldségek,burgonyafélék,0.057,0.023,0.006,0.012,0.298,0.0121,0.0010609999999999999,0.0197,2.05,0.025,0.042,0.0008100000000000001,0.0003,0.00011,0.000153,4.0000000000000003e-07,2.1,0.82,79.25,8.1e-05,3.2e-05,0.00029499999999999996,1.5e-05,1e-05,,,0.002,1e-06,9e-06,2e-06,,,,,,,
mungóbabcsíra,zöldségek,hüvelyesek,0.054,0.021,0.006,0.013,0.088,0.0144,0.000749,0.0132,3.04,0.046,0.058,0.00091,0.00041,0.000164,0.000188,6e-07,1.8,4.13,90.4,8.400000000000001e-05,0.000124,0.00038,6.1e-05,0.0001,,,0.022,6e-06,,3.3e-05,1e-06,,6e-06,6e-06,,,
mexikói keverék,zöldségek,egyéb zöldségkészítmény,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ribizlidzsem,"lekvár, dzsem",dzsem,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.37,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2e-06,1.1,48.5,30.47,1.6e-05,7.6e-05,2e-05,1.1e-05,0.00011999999999999999,,,0.038,,,,,,,,,,
málnalekvár,"lekvár, dzsem",lekvár,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.37,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2e-06,1.1,48.5,30.47,1.6e-05,7.6e-05,2e-05,1.1e-05,0.00011999999999999999,,,0.038,,,,,,,,,,
kókusztejpor,növényi tejtermékek,növényi tej,,,0.367,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fehér tortabevonó,édesítők,"cukorka, csokoládé",0.176,0.012,0.09,0.199,0.056,0.0295,0.000745,0.0005,5.87,19.412,1.013,0.00023999999999999998,0.00074,5.9999999999999995e-05,8e-06,4.5e-06,0.2,59.0,1.3,6.3e-05,0.00028199999999999997,0.000608,7e-06,0.0009599999999999999,,5.6e-07,9.097,,,9.1e-06,9e-06,,,,21.0,9e-06,
málnadzsem,"lekvár, dzsem",dzsem,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.37,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2e-06,1.1,48.5,30.47,1.6e-05,7.6e-05,2e-05,1.1e-05,0.00011999999999999999,,,0.038,,,,,,,,,,
koktélcseresznye,egyéb gyümölcsök,egyéb gyümölcskészítmény,0.003,0.004,0.004,0.054,0.005,0.0043,4e-06,,0.22,0.039,0.055,0.00043,0.00026000000000000003,0.00014299999999999998,1.2e-05,2.0000000000000002e-07,3.2,38.77,57.27,,,5.4e-05,,5e-05,,,0.049,2.7e-05,5.9e-05,1.5e-06,2e-06,,,,,,
körömvirág,"gyógynövények, virágok",gyógynövény,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pekándió,gyümölcsök,diófélék,0.277,0.121,,0.07,0.21,0.0405,0.001167,0.0011,9.17,6.18,21.614,0.0025299999999999997,0.00453,0.0012,0.0045,3.7999999999999996e-06,9.6,3.97,3.52,0.00066,0.00013000000000000002,0.0008629999999999999,2.2e-05,0.0014,,,40.801,2.9e-05,1.7e-05,3.5e-06,3e-06,,,9e-06,,,
rózsalekvár,"lekvár, dzsem",lekvár,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.37,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2e-06,1.1,48.5,30.47,1.6e-05,7.6e-05,2e-05,1.1e-05,0.00011999999999999999,,,0.038,,,,,,,,,,
sárgabarackdzsem,"lekvár, dzsem",dzsem,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.37,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2e-06,1.1,48.5,30.47,1.6e-05,7.6e-05,2e-05,1.1e-05,0.00011999999999999999,,,0.038,,,,,,,,,,
sótlan pisztácia,gyümölcsök,diófélék,0.469,0.109,0.006,0.107,1.122,0.0714,0.001373,0.003,21.05,5.645,13.346,0.004030000000000001,0.00234,0.0012929999999999999,0.0012430000000000002,1e-05,10.3,7.74,1.85,0.000695,0.00023400000000000002,0.000513,5.1e-05,0.00217,,,24.534,0.000159,0.00116,1.3199999999999999e-05,1.3e-05,,,,,,
narancsdzsem,"lekvár, dzsem",dzsem,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.37,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2e-06,1.1,48.5,30.47,1.6e-05,7.6e-05,2e-05,1.1e-05,0.00011999999999999999,,,0.038,,,,,,,,,,
mandulatej,növényi tejtermékek,növényi tej,,,0.04,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
körözött,tejtermékek,túrófélék,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marinált feta,tejtermékek,sajtok,,,0.8,,,,,,10.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
vinaigrette,ízesítők,"mártás, öntet",,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raklett sajt,tejtermékek,sajtok,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vajkrém,tejtermékek,"vaj, vajkrém",,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rigatoni tészta,tészták,olasz tészta,0.189,0.053,0.006,0.021,0.142,0.015099999999999999,0.007176999999999999,,13.04,0.277,0.564,0.0033,0.00141,0.000289,0.0009170000000000001,6.32e-05,3.2,2.67,9.9,0.000891,0.0004,0.000431,0.000237,0.00011,,,0.171,,1.8e-05,1.0000000000000001e-07,,,,,,,0.000219
marinált paprika,zöldségek,egyéb zöldségkészítmény,,,0.367,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salátahagyma,zöldségek,hagymaféle,0.029,0.01,0.004,0.023,0.12,0.0060999999999999995,0.000116,0.0074,1.1,0.042,0.017,0.00020999999999999998,0.00017,3.9e-05,0.000129,5e-07,1.7,4.24,89.11,4.6e-05,2.7e-05,0.000123,1.9e-05,2e-05,,,0.013,1e-06,4e-06,4.0000000000000003e-07,,,,,,,
zabtej,növényi tejtermékek,növényi tej,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vöröskaviár,halak,halkészítmények,0.356,0.3,1.5,0.275,0.32,0.4909,0.00011999999999999999,,24.6,4.06,7.405,0.01188,0.00095,0.00011,5e-05,6.55e-05,,,47.5,0.00019,0.00062,0.0035,5e-05,0.00189,0.000117,2e-05,4.631,,0.000648,6e-07,0.000271,,,,588.0,0.000271,
