Alapanyag neve,Elsődleges kategória,Másodlagos kategória,Foszfor,Magnézium,Nátrium,Kalcium,B6 vitamin,Kolin,Niacin - B3 vitamin,C vitamin,fehérje,telített zsírsav,többszörösen telített zsírsav,Vas,Cink,Réz,Mangán,Szelén,rost,cukor,víz,Tiamin - B1 vitamin,Riboflavin - B2 vitamin,Pantoténsav - B5 vitamin,Folát,E vitamin,D vitamin,B12 vitamin,egyszeresen telített zsírsav,Béta-karotin,Lutein+zeaxantin,K vitamin,A vitamin,Likopin,Alfa-karotin,Béta-kriptoxantin,koleszterin,Retinol,Folsav
wok fűszerkeverék,ízesítők,fűszerkeverék,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zöldpaprika,zöldségek,paprikafélék,0.02,0.01,0.003,0.01,0.224,0.0055,0.00047999999999999996,0.0804,0.86,0.058,0.062,0.00034,0.00013000000000000002,6.6e-05,0.000122,,1.7,2.4,93.89,5.7e-05,2.8e-05,9.900000000000001e-05,1e-05,0.00037,,,0.008,0.000208,0.000341,7.4e-06,1.8e-05,,2.1e-05,7e-06,,,
félédes vörösbor,borok,vörösborok,,,,,,,,,0.07,,,,,,,,,,86.94,,,,,,,,,,,,,,,,,,
zselatinfix,ízesítők,adalékanyag,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salátakeverék,zöldségek,levélzöldség,0.033,0.013,0.005,0.035,0.082,0.008400000000000001,0.000357,0.0037,1.35,0.029,0.117,0.00124,0.0002,1.6e-05,0.000179,6e-07,1.1,0.94,95.63,5.7e-05,6.2e-05,0.00015,7.3e-05,0.00017999999999999998,,,0.008,0.001987,0.001223,0.00010229999999999999,0.000166,,,,,,
paradicsompaprika,zöldségek,paprikafélék,0.026,0.012,0.004,0.007,0.291,0.0056,0.000979,0.1277,0.99,0.059,0.156,0.00043,0.00025,1.7e-05,0.000112,1.0000000000000001e-07,2.1,4.2,92.21,5.4e-05,8.5e-05,0.000317,4.6e-05,0.00158,,,0.007,0.001624,5.1e-05,4.9000000000000005e-06,0.000157,,2e-05,0.00049,,,
édes rosé,borok,rosé bor,,,,,,,,,0.07,,,,,,,,,,86.94,,,,,,,,,,,,,,,,,,
hegyes erős paprika,zöldségek,paprikafélék,0.032,0.017,0.013,0.014,0.357,0.0074,0.001242,0.08270000000000001,1.66,0.048,0.243,0.00046,0.00025,9.4e-05,0.0001,3e-07,3.4,1.95,91.81,8.1e-05,5.4e-05,0.000265,2.9e-05,0.00069,,,0.027,0.000184,,9.5e-06,1.7e-05,,3.9e-05,,,,
zöldhagyma,zöldségek,hagymaféle,0.037,0.02,0.016,0.072,0.061,0.0057,0.0005250000000000001,0.0188,1.83,0.032,0.074,0.00148,0.00039,8.3e-05,0.00016,6e-07,2.6,2.33,89.83,5.5e-05,8e-05,7.5e-05,6.4e-05,0.00055,,,0.027,0.000598,0.001137,0.000207,5e-05,,,,,,
zöld metélttészta,tészták,olasz tészta,0.332,0.174,0.036,0.058,0.323,0.0171,0.00455,,13.35,0.226,0.641,0.00213,0.00276,0.000499,0.002645,6.35e-05,10.6,2.72,8.34,0.000373,0.00019600000000000002,0.001214,4.8e-05,0.00074,,,0.181,0.000277,0.003487,0.0001515,2.3e-05,,,,,,
wasabi konzerv,ízesítők,fűszerkrém,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fekete tea,italok,tea,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libacomb,"húsok, belsőségek",liba,0.234,0.018,0.073,0.012,0.39,,0.003608,0.004200000000000001,15.86,9.78,3.76,0.0025,0.00172,0.00027,2e-05,1.4400000000000001e-05,,,49.66,8.5e-05,0.000245,0.001294,4e-06,,,3.4000000000000003e-07,17.77,,,,1.7e-05,,,,80.0,1.7e-05,
koffeinmentes kávé,italok,kávé,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zöldparadicsom,zöldségek,egyéb zöldség,0.028,0.01,0.013,0.013,0.081,0.0086,0.0005,0.023399999999999997,1.2,0.028,0.081,0.00051,7.000000000000001e-05,8.999999999999999e-05,0.0001,4.0000000000000003e-07,1.1,4.0,93.0,5.9999999999999995e-05,4e-05,0.0005,9e-06,0.00038,,,0.03,0.000346,,1.01e-05,3.2e-05,,7.8e-05,,,,
kacsacomb,"húsok, belsőségek",kacsa,0.139,0.015,0.063,0.011,0.19,0.031,0.003934,0.0028,11.49,13.22,5.08,0.0024,0.00136,0.000236,1.7e-05,1.24e-05,,,48.5,0.00019700000000000002,0.00020999999999999998,0.0009509999999999999,1.3e-05,0.0007,2.6e-05,2.5e-07,18.69,,,5.5e-06,5e-05,,,,76.0,5e-05,
vadlazac,halak,tengeri hal,0.2,0.029,0.044,0.012,0.818,,0.00786,,19.84,0.981,2.539,0.0008,0.00064,0.00025,1.6e-05,3.65e-05,,,68.5,0.00022600000000000002,0.00038,0.001664,2.5e-05,,,3.18e-06,2.103,,,,1.2e-05,,,,55.0,1.2e-05,
zöld mandula,gyümölcsök,diófélék,0.481,0.268,0.019,0.236,0.115,0.0521,0.0035,,21.4,3.953,12.368,0.00328,0.00297,0.001027,0.001835,3.2000000000000003e-06,9.9,4.63,4.51,0.000191,0.0007109999999999999,0.000314,4.9e-05,0.02375,,,33.415,4e-06,1e-06,,,,,,,,
vérnarancs,gyümölcsök,déli gyümölcs,0.014,0.01,,0.04,0.06,0.008400000000000001,0.00028199999999999997,0.053200000000000004,0.94,0.015,0.025,0.0001,7.000000000000001e-05,4.4999999999999996e-05,2.5e-05,5e-07,2.4,9.35,86.75,8.7e-05,4e-05,0.00025,3e-05,0.00017999999999999998,,,0.023,7.1e-05,0.000129,,1.1e-05,,1.1e-05,0.000116,,,
vérnarancs aroma,ízesítők,aroma,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vörösáfonya,gyümölcsök,bogyós gyümölcs,0.011,0.006,0.002,0.008,0.057,0.0055,0.000101,0.014,0.46,0.008,0.055,0.00023,8.999999999999999e-05,5.6e-05,0.00026700000000000004,1.0000000000000001e-07,3.6,4.27,87.32,1.2e-05,2e-05,0.00029499999999999996,1e-06,0.00132,,,0.018,3.8e-05,9.1e-05,5e-06,3e-06,,,,,,
zabliszt,gabonaipari termékek,lisztek,0.452,0.144,0.019,0.055,0.125,0.0299,0.001474,,14.66,1.607,3.329,0.004,0.0032,0.000437,0.004019,3.4e-05,6.5,0.8,8.55,0.0006919999999999999,0.000125,0.000201,3.2e-05,0.0007,,,2.866,,0.00018,3.2000000000000003e-06,,,,,,,
étcsokoládé,édesítők,"cukorka, csokoládé",0.206,0.146,0.024,0.056,0.042,,0.000725,,4.88,18.519,1.092,0.00802,0.0020099999999999996,0.001028,0.0014190000000000001,3e-06,7.0,47.9,0.97,2.5e-05,5e-05,0.000297,,0.00054,,2.3000000000000002e-07,9.54,2.6e-05,3.1e-05,8.1e-06,2e-06,,7e-06,1e-06,8.0,,
zsúrkenyér,gabonaipari termékek,kenyérfélék,0.129,0.041,0.473,0.125,0.111,0.018699999999999998,0.0055899999999999995,0.0002,10.67,0.697,1.615,0.0036,0.0010400000000000001,0.000148,0.001026,2.8800000000000002e-05,4.0,5.73,35.25,0.00041099999999999996,0.000252,0.00082,8.5e-05,0.00019,,,0.612,1e-06,4.4e-05,4.9000000000000005e-06,,,,,,,2e-05
száraz vörösbor,borok,vörösborok,,,,,,,,,0.07,,,,,,,,,,86.94,,,,,,,,,,,,,,,,,,
félédes rosé,borok,rosé bor,,,,,,,,,0.07,,,,,,,,,,86.94,,,,,,,,,,,,,,,,,,
zabkorpa,gabonaipari termékek,"pehely, korpa, csíra",0.734,0.235,0.004,0.058,0.165,0.0322,0.000934,,17.3,1.328,2.766,0.00541,0.00311,0.00040300000000000004,0.00563,4.52e-05,15.4,1.45,6.55,0.00117,0.00022,0.001494,5.2e-05,0.00101,,,2.376,,0.00018,3.2000000000000003e-06,,,,,,,
gyümölcsjoghurt,tejtermékek,"kefír, joghurt",,,0.04,,,,,,3.0,1.0,,,,,,,1.0,11.0,,,,,,,,,,,,,,,,,,,
halgerinc,halak,édesvizi hal,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
halászlékocka,ízesítők,"alapporok, mártásalapok, leveskockák",,,9.6,,,,,,13.0,19.0,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,
félszáraz vörösbor,borok,vörösborok,,,,,,,,,0.07,,,,,,,,,,86.94,,,,,,,,,,,,,,,,,,
száraz rosé,borok,rosé bor,,,,,,,,,0.07,,,,,,,,,,86.94,,,,,,,,,,,,,,,,,,
hering (konzerv),halak,halkészítmények,0.236,0.032,0.09,0.057,0.302,0.065,0.0032170000000000002,0.0007,17.96,2.04,2.133,0.0011,0.00099,9.2e-05,3.5000000000000004e-05,3.65e-05,,,72.05,9.2e-05,0.00023300000000000003,0.0006450000000000001,1e-05,0.00107,0.000167,1.367e-05,3.736,,,1.0000000000000001e-07,2.8e-05,,,,60.0,2.8e-05,
japánszilva,gyümölcsök,csonthéjas gyümölcs,0.016,0.007,,0.006,0.029,0.0019,0.000417,0.0095,0.7,0.017,0.044,0.00017,0.0001,5.7e-05,5.2e-05,,1.4,9.92,87.23,2.8e-05,2.6e-05,0.000135,5e-06,0.00026000000000000003,,,0.134,0.00019,7.3e-05,6.4000000000000006e-06,1.7e-05,,,3.5e-05,,,
homár,tenger gyümölcsei,tenger gyümölcsei,0.161,0.038,0.423,0.084,0.104,0.0703,0.001591,,16.52,0.181,0.296,0.00026000000000000003,0.0035299999999999997,0.001349,5.6e-05,6.36e-05,,,80.95,2e-05,1.4e-05,0.001449,1e-05,0.00087,1e-06,1.25e-06,0.22,,,,1e-06,,,,127.0,1e-06,
félszáraz rosé,borok,rosé bor,,,,,,,,,0.07,,,,,,,,,,86.94,,,,,,,,,,,,,,,,,,
jégkocka,egyéb alapanyagok,egyéb,,0.001,0.004,0.003,,,,,0.0,,,,1e-05,1e-05,,,,,99.9,,,,,,,,,,,,,,,,,,
gyümölcstea,italok,tea,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hal alaplé,ízesítők,alaplevek,,,0.32,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
halolaj,zsiradékok,állati eredetű zsiradékok,,,,,,,,,0.0,19.872,40.324,,,,,,,,,,,,,,,,29.037,,,,,,,,485.0,,
hal fűszerkeverék,ízesítők,fűszerkeverék,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburgerhús,"felvágottak, húskrémek",egyéb húskészítmény,0.211,0.022,0.079,0.02,0.367,0.08109999999999999,0.005777999999999999,,24.62,5.331,0.438,0.00268,0.0062,8.1e-05,1.2e-05,2.0300000000000002e-05,,,60.61,4.2999999999999995e-05,0.000177,0.000728,8e-06,0.00013000000000000002,2e-06,2.79e-06,6.034,,,1.5e-06,3e-06,,,,84.0,3e-06,
hasábburgonya,zöldségek,egyéb zöldségkészítmény,0.083,0.021,0.023,0.009,0.178,,0.002038,0.0173,2.24,0.94,0.265,0.00062,0.00035,9.3e-05,0.000158,,1.9,0.2,66.61,9.800000000000001e-05,4.8e-05,0.00047299999999999995,3.5e-05,0.0001,,,2.96,,,2.2e-06,,,,,,,
juhkefir,tejtermékek,"kefír, joghurt",0.095,0.012,0.046,0.121,0.032,0.0152,7.5e-05,0.0005,3.47,2.096,0.092,5e-05,0.0005899999999999999,8.999999999999999e-06,4e-06,2.2e-06,,4.66,87.9,2.9e-05,0.00014199999999999998,0.000389,7e-06,5.9999999999999995e-05,2e-06,3.7e-07,0.893,5e-06,,2.0000000000000002e-07,2.7e-05,,,,13.0,2.7e-05,
kagylóhús,tenger gyümölcsei,tenger gyümölcsei,0.197,0.034,0.286,0.026,0.05,0.065,0.0016,0.008,11.9,0.425,0.606,0.00395,0.0016,9.4e-05,0.0034,4.48e-05,,,80.58,0.00016,0.00020999999999999998,0.0005,4.2e-05,0.00055,,1.2e-05,0.507,,,1.0000000000000001e-07,4.8e-05,,,,28.0,4.8e-05,
kagylótészta,tészták,olasz tészta,0.189,0.053,0.006,0.021,0.142,0.015099999999999999,0.007176999999999999,,13.04,0.277,0.564,0.0033,0.00141,0.000289,0.0009170000000000001,6.32e-05,3.2,2.67,9.9,0.000891,0.0004,0.000431,0.000237,0.00011,,,0.171,,1.8e-05,1.0000000000000001e-07,,,,,,,0.000219
kamillavirág,"gyógynövények, virágok",gyógynövény,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kanadai bacon,"felvágottak, húskrémek",szalonna,0.24,0.02,0.751,0.006,0.241,0.0761,0.007227,,20.31,0.9,0.467,0.00044,0.00123,5.3e-05,1.4999999999999999e-05,3.71e-05,,0.9,72.34,0.0005110000000000001,0.00014099999999999998,0.00061,4e-06,0.00022,6e-06,3.7e-07,1.09,,,,,,,,48.0,,
kandírozott citrom,egyéb gyümölcsök,kandírozott gyümölcs,0.005,0.004,0.098,0.018,,0.0022,,,0.34,0.01,0.02,0.00017,5e-05,2.9e-05,0.000111,6e-07,1.6,80.68,16.7,,,,,4e-05,,,0.008,9e-06,1.1e-05,3e-07,1e-06,,,5e-06,,,
kandírozott meggy,egyéb gyümölcsök,kandírozott gyümölcs,0.005,0.004,0.098,0.018,,0.0022,,,0.34,0.01,0.02,0.00017,5e-05,2.9e-05,0.000111,6e-07,1.6,80.68,16.7,,,,,4e-05,,,0.008,9e-06,1.1e-05,3e-07,1e-06,,,5e-06,,,
kandírozott papaja,egyéb gyümölcsök,kandírozott gyümölcs,0.005,0.004,0.098,0.018,,0.0022,,,0.34,0.01,0.02,0.00017,5e-05,2.9e-05,0.000111,6e-07,1.6,80.68,16.7,,,,,4e-05,,,0.008,9e-06,1.1e-05,3e-07,1e-06,,,5e-06,,,
savó,tejtermékek,egyéb tejtermék,0.078,0.01,0.048,0.103,0.042,0.016,7.9e-05,0.0001,0.76,0.057,0.004,8e-05,0.00043,3e-06,2e-06,1.8000000000000001e-06,,5.12,93.42,4.2000000000000004e-05,0.00014000000000000001,0.000381,2e-06,,,1.8e-07,0.025,,,,2e-06,,,,1.0,2e-06,
zöld olajbogyó,egyéb gyümölcsök,egyéb gyümölcskészítmény,0.003,0.004,0.735,0.088,0.009,0.0103,3.7e-05,0.0009,0.84,2.279,0.629,0.00628,0.00022,0.000251,2e-05,9.000000000000001e-07,1.6,,79.99,3e-06,,1.4999999999999999e-05,,0.00165,,,7.652,0.000198,0.00051,1.4e-06,1.7e-05,,,,,,
zabpehelyliszt,gabonaipari termékek,lisztek,0.452,0.144,0.019,0.055,0.125,0.0299,0.001474,,14.66,1.607,3.329,0.004,0.0032,0.000437,0.004019,3.4e-05,6.5,0.8,8.55,0.0006919999999999999,0.000125,0.000201,3.2e-05,0.0007,,,2.866,,0.00018,3.2000000000000003e-06,,,,,,,
rizstej,növényi tejtermékek,növényi tej,0.056,0.011,0.039,0.118,0.039,0.0021000000000000003,0.00039,,0.28,,0.313,0.0002,0.00013000000000000002,3.7e-05,0.00028199999999999997,2.2e-06,0.3,5.28,89.28,2.7e-05,0.00014199999999999998,0.000146,2e-06,0.00047,4.2e-05,6.3e-07,0.625,,,2.0000000000000002e-07,6.3e-05,,,,,6.3e-05,
citromsav,ízesítők,adalékanyag,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zöld kardamom,ízesítők,szárított fűszer,0.178,0.229,0.018,0.383,0.23,,0.0011020000000000001,0.021,10.76,0.68,0.43,0.01397,0.00747,0.000383,0.028,,28.0,,8.28,0.00019800000000000002,0.000182,,,,,,0.87,,,,,,,,,,
kakas,"húsok, belsőségek",egyéb hús,0.147,0.02,0.07,0.011,0.35,0.0597,0.006801,0.0016,18.6,4.31,3.23,0.0009,0.00131,4.8e-05,1.9e-05,1.4400000000000001e-05,,,65.99,5.9999999999999995e-05,0.00011999999999999999,0.00091,6e-06,0.0003,1e-05,3.1e-07,6.24,,,1.5e-06,4.1e-05,,,,75.0,4.1e-05,
kacsazúza,"húsok, belsőségek",kacsa,0.164,0.019,0.147,0.016,0.198,0.0897,0.006233,0.0062,18.8,0.929,0.708,0.00278,0.0030299999999999997,0.00022,8.5e-05,2.8800000000000002e-05,,,77.47,6.1e-05,0.00032700000000000003,0.000914,6e-06,0.00022,1.9e-05,3.6099999999999997e-06,0.795,,,,4.6e-05,,,,271.0,4.6e-05,
fehér rum,italok,alkoholos ital,0.005,,0.001,,,,,,0.0,,,0.00011999999999999999,7.000000000000001e-05,5e-05,1.7999999999999997e-05,,,,66.6,8e-06,,,,,,,,,,,,,,,,,
szénsavas narancsos üdítőital,italok,üdítőital,0.001,0.001,0.012,0.005,,0.0006,,,0.0,,,5.9999999999999995e-05,0.0001,1.4999999999999999e-05,1.3e-05,,,,87.6,,,,,,,,,,,,,,,,,,
fehér tortadara,édesítők,"cukorka, csokoládé",0.176,0.012,0.09,0.199,0.056,0.0295,0.000745,0.0005,5.87,19.412,1.013,0.00023999999999999998,0.00074,5.9999999999999995e-05,8e-06,4.5e-06,0.2,59.0,1.3,6.3e-05,0.00028199999999999997,0.000608,7e-06,0.0009599999999999999,,5.6e-07,9.097,,,9.1e-06,9e-06,,,,21.0,9e-06,
fehérjepor,egyéb alapanyagok,étrendkiegészítő,0.643,0.2,0.329,0.5,1.0,0.08159999999999999,0.01,0.03,45.71,1.553,1.77,0.00857,0.00714,0.001,,3.3799999999999995e-05,7.1,5.71,15.0,0.000714,0.000857,0.005714,0.0002,0.00707,0.0002,3e-06,12.105,,,5e-07,0.00075,,,,21.0,0.00075,0.0002
fejtett lóbab,zöldségek,hüvelyesek,0.301,0.19,0.016,0.24,0.318,0.06620000000000001,0.000479,,23.36,0.219,0.364,0.01044,0.00367,0.000984,0.001796,1.2800000000000001e-05,15.2,2.11,11.32,0.000437,0.000146,0.000732,0.000388,0.00020999999999999998,,,0.074,,,5.6e-06,,,,,,,
fekete áfonya,gyümölcsök,bogyós gyümölcs,0.012,0.006,0.001,0.006,0.052,0.006,0.00041799999999999997,0.009699999999999999,0.74,0.028,0.146,0.00028000000000000003,0.00016,5.7e-05,0.00033600000000000004,1.0000000000000001e-07,2.4,9.96,84.21,3.7e-05,4.1e-05,0.000124,6e-06,0.00057,,,0.047,3.2e-05,8e-05,1.93e-05,3e-06,,,,,,
fekete kardamom,ízesítők,szárított fűszer,0.178,0.229,0.018,0.383,0.23,,0.0011020000000000001,0.021,10.76,0.68,0.43,0.01397,0.00747,0.000383,0.028,,28.0,,8.28,0.00019800000000000002,0.000182,,,,,,0.87,,,,,,,,,,
feketeribizli lekvár,"lekvár, dzsem",lekvár,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.37,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2e-06,1.1,48.5,30.47,1.6e-05,7.6e-05,2e-05,1.1e-05,0.00011999999999999999,,,0.038,,,,,,,,,,
félszáraz fehérbor,borok,fehérborok,0.018,0.01,0.005,0.009,0.05,,0.000108,,0.07,,,0.00027,0.00011999999999999999,4e-06,0.00011700000000000001,1.0000000000000001e-07,,0.96,86.85,5e-06,1.4999999999999999e-05,4.4999999999999996e-05,1e-06,,,,,,,,,,,,,,
flekken fűszerkeverék,ízesítők,fűszerkeverék,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galangal,ízesítők,friss fűszernövény,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurti virsli,"felvágottak, húskrémek","virsli, krinolin",0.171,0.015,0.816,0.267,0.322,,0.0027730000000000003,0.002,12.81,8.719,2.233,0.0037,0.00209,7.4e-05,1.6e-05,2.78e-05,0.1,,59.85,0.000593,0.000179,0.000509,3e-06,,,4.9e-07,10.89,,,,7.9e-05,,,,66.0,7.9e-05,
füstölt virsli,"felvágottak, húskrémek","virsli, krinolin",0.171,0.015,0.816,0.267,0.322,,0.0027730000000000003,0.002,12.81,8.719,2.233,0.0037,0.00209,7.4e-05,1.6e-05,2.78e-05,0.1,,59.85,0.000593,0.000179,0.000509,3e-06,,,4.9e-07,10.89,,,,7.9e-05,,,,66.0,7.9e-05,
galagonya,"gyógynövények, virágok",termés,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fokhagymapor,ízesítők,szárított fűszer,0.414,0.077,0.06,0.079,1.654,0.0675,0.000796,0.0012,16.55,0.249,0.178,0.0056500000000000005,0.00299,0.000533,0.000979,2.3899999999999998e-05,9.0,2.43,6.45,0.000435,0.00014099999999999998,0.000743,4.7e-05,0.00067,,,0.115,,,4.0000000000000003e-07,,,,,,,
folyékony édesítőszer,édesítők,édesítőszerek,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forrócsoki por,édesítők,"cukorka, csokoládé",,,0.16,,,,,,3.0,1.0,,,,,,,1.0,17.0,,,,,,,,,,,,,,,,,,,
foszfátmentes sütőpor,ízesítők,adalékanyag,2.191,0.027,10.6,5.876,,,,,0.0,,,0.01102,1e-05,1e-05,1.1e-05,2.0000000000000002e-07,0.2,,5.0,,,,,,,,,,,,,,,,,,
főzőhagyma,zöldségek,hagymaféle,0.029,0.01,0.004,0.023,0.12,0.0060999999999999995,0.000116,0.0074,1.1,0.042,0.017,0.00020999999999999998,0.00017,3.9e-05,0.000129,5e-07,1.7,4.24,89.11,4.6e-05,2.7e-05,0.000123,1.9e-05,2e-05,,,0.013,1e-06,4e-06,4.0000000000000003e-07,,,,,,,
franciadrazsé,édesítők,"cukorka, csokoládé",,,,,,,,,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
franciasaláta alap,zöldségek,egyéb zöldségkészítmény,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gluténmentes gríz,gabonaipari termékek,dara,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gm babapiskóta,gabonaipari termékek,"keksz, piskóta",,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fügelekvár,"lekvár, dzsem",lekvár,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.37,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2e-06,1.1,48.5,30.47,1.6e-05,7.6e-05,2e-05,1.1e-05,0.00011999999999999999,,,0.038,,,,,,,,,,
fügemustár,ízesítők,fűszerkrém,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.37,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2e-06,1.1,48.5,30.47,1.6e-05,7.6e-05,2e-05,1.1e-05,0.00011999999999999999,,,0.038,,,,,,,,,,
füstölthús kocka,ízesítők,"alapporok, mártásalapok, leveskockák",,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fűszervaj,tejtermékek,"vaj, vajkrém",0.024,0.002,0.011,0.024,0.003,0.0188,4.2000000000000004e-05,,0.85,50.489,3.01,2e-05,8.999999999999999e-05,1.6e-05,4e-06,1e-06,,0.06,16.17,5e-06,3.4e-05,0.00011,3e-06,0.00232,,1.7000000000000001e-07,23.43,0.000158,,7e-06,0.000684,,,,215.0,0.000671,
gluténmentes sütőpor,ízesítők,adalékanyag,9.918,0.039,7.893,7.364,,,,,0.1,,,0.011269999999999999,2e-05,1.3e-05,1.4e-05,2.0000000000000002e-07,0.2,,4.0,,,,,,,,,,,,,,,,,,
galambgomba,gombák,erdei gomba,0.086,0.009,0.005,0.003,0.104,0.0173,0.0036070000000000004,0.0021000000000000003,3.09,0.05,0.16,0.0005,0.0005200000000000001,0.00031800000000000003,4.7e-05,9.3e-06,1.0,1.98,92.45,8.1e-05,0.000402,0.001497,1.7e-05,1e-05,7e-06,4e-08,,,,,,,,,,,
galamb,"húsok, belsőségek",egyéb hús,0.248,0.022,0.054,0.012,0.41,,0.006046,0.0052,18.47,8.43,3.07,0.00354,0.0022,0.000437,1.9e-05,1.3300000000000001e-05,,,56.6,0.000212,0.000224,0.00076,6e-06,,,4.0000000000000003e-07,9.72,,,,7.3e-05,,,,95.0,7.3e-05,
gesztenyeliszt,gabonaipari termékek,különleges liszt,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gin,italok,alkoholos ital,0.004,,0.001,,0.001,,1.3e-05,,0.0,,,4e-05,4e-05,2.1000000000000002e-05,1.7999999999999997e-05,,,,66.6,6e-06,4e-06,,,,,,,,,,,,,,,,
kifliburgonya,zöldségek,burgonyafélék,0.057,0.023,0.006,0.012,0.298,0.0121,0.0010609999999999999,0.0197,2.05,0.025,0.042,0.0008100000000000001,0.0003,0.00011,0.000153,4.0000000000000003e-07,2.1,0.82,79.25,8.1e-05,3.2e-05,0.00029499999999999996,1.5e-05,1e-05,,,0.002,1e-06,9e-06,2e-06,,,,,,,
királyrák,tenger gyümölcsei,tenger gyümölcsei,0.219,0.049,0.836,0.046,0.15,,0.0011,0.007,18.29,0.09,0.13,0.0005899999999999999,0.00595,0.0009220000000000001,3.5000000000000004e-05,3.64e-05,,,79.57,4.2999999999999995e-05,4.2999999999999995e-05,0.00035,4.4e-05,,,9e-06,0.08,,,,7e-06,,,,42.0,7e-06,
karamellás puding,édesítők,"puding, pudingpor",,,0.07,,,,,,2.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,
karamell öntet,édesítők,szirup,0.039,0.005,0.341,0.049,,0.0066,,0.0005,1.21,,,,,,2.9e-05,1.3e-06,,57.0,40.63,,,,2e-06,5e-05,,1.8e-07,,,,,1.9e-05,,,,,1.9e-05,
kecskejoghurt,tejtermékek,"kefír, joghurt",0.095,0.012,0.046,0.121,0.032,0.0152,7.5e-05,0.0005,3.47,2.096,0.092,5e-05,0.0005899999999999999,8.999999999999999e-06,4e-06,2.2e-06,,4.66,87.9,2.9e-05,0.00014199999999999998,0.000389,7e-06,5.9999999999999995e-05,2e-06,3.7e-07,0.893,5e-06,,2.0000000000000002e-07,2.7e-05,,,,13.0,2.7e-05,
kínai tészta,tészták,különleges tészta,0.098,0.019,0.866,,0.043,0.009,0.004717,,10.88,6.738,3.571,0.00643,0.0008100000000000001,0.000124,0.0005769999999999999,2.85e-05,6.7,,1.58,0.0005669999999999999,0.000397,,0.000125,0.00083,,,8.929,,1.4e-05,5.3e-06,,,,,,,9e-05
kelkáposzta levél,zöldségek,káposztafélék,0.042,0.028,0.028,0.035,0.19,0.0123,0.0003,0.031,2.0,0.013,0.049,0.0004,0.00027,6.2e-05,0.00017999999999999998,9.000000000000001e-07,3.1,2.27,91.0,7.000000000000001e-05,2.9999999999999997e-05,0.000187,8e-05,0.00017,,,0.007,0.0006,7.7e-05,6.879999999999999e-05,5e-05,,,,,,
kentucky fűszerkeverék,ízesítők,fűszerkeverék,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kínai rizsbor,italok,alkoholos ital,0.006,0.006,0.002,0.005,,,,,0.5,,,0.0001,2e-05,8.999999999999999e-06,,1.4e-06,,,78.4,,,,,,,,,,,,,,,,,,
kókuszvíz,ízesítők,"növényi víz, esszencia",0.02,0.025,0.105,0.024,0.032,0.0011,8e-05,0.0024,0.72,0.176,0.002,0.00029,0.0001,4e-05,0.00014199999999999998,1e-06,1.1,2.61,94.99,2.9999999999999997e-05,5.7e-05,4.2999999999999995e-05,3e-06,,,,0.008,,,,,,,,,,
